name,classification,category,source,scope,url,NP_selflessness,NP_integrity,NP_objectivity,NP_accountability,NP_openness,NP_honesty,NP_leadership,NP_all,notes,url_source,code_url,code_name,match,level,adopts_7,principles_count_mentioned,NP_score,nolan_inconsistency,confidence,human_review,scraped_date

Sessay and Hutton Sessay Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Sessay Parish Council,,Parish Council ,FOIA | ONA,IS,https://sessayparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://sessayparishcouncil.gov.uk/wp-content/uploads/2026/07/Agenda-meeting-23rd-July-2026.pdf,Agenda-meeting-23rd-July-2026.pdf,code of conduct,individual,No,,0,No,Medium,No,2026-09-09

Rosliston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.roslistonparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Rossington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rossingtonparishcouncil.org.uk,N,N,N,N,N,N,N,No,,,https://www.rossingtonparishcouncil.org.uk/full-council-recordings,Policies | Rossington Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09

Setmurthy Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Rothbury Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rothburyparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Rotherfield Greys Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.lindonpryce.demon.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Rotherfield Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rotherfieldparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09





Rotherfield Peppard Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rppc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Rothersthorpe Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rothersthorpe.info,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Settle Parish Council,,Parish Council ,FOIA | ONA,IS,https://settletowncouncil.gov.uk/wp-content/uploads/2022/09/Register-of-Interests-2024-Cllr-Taylor.pdf,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Rothley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rothleyparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Sevenoaks Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Rottingdean Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rottingdean-pc.gov.uk,N,N,N,Y,N,N,N,No,,,https://www.rottingdean-pc.gov.uk/about_us,About Us : Rottingdean Parish Council,code of conduct,individual,No,,1,No,Medium,No,2026-09-09

Sevenoaks Weald Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.wealdparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.wealdparishcouncil.gov.uk/parishcouncil/,Parish Council – Weald Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09

Rougham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rougham.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Severn Stoke and Croome D'Abitot Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Severn Stoke Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,






Sevington Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Roundway Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.roundwayparishcouncil.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Sexhow Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Sezincote Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Shabbington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.shabbingtonpc.co.uk/,N,N,N,N,Y,N,N,No,,found_via_name_search,https://www.shabbingtonpc.co.uk/,"Shabbington PC, Bucks | Shabbington Parish Council",code of conduct,individual,No,,1,No,Medium,No,2026-09-09

Shackleford Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://shacklefordparishcouncil.gov.uk/,N,N,N,N,Y,N,N,No,,found_via_name_search,https://shacklefordparishcouncil.gov.uk/internal-documents/,Transparency – Shackleford Parish Council,code of conduct,individual,No,,1,No,Medium,No,2026-09-09
Shadforth Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.shadforthparishcouncil.gov.uk/community/shadforth-parish-council-20755/home/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.shadforthparishcouncil.gov.uk/community/shadforth-parish-council-20755/policies-and-procedures/,"Policies and Procedures - Shadforth Parish Council  - Shadforth Parish Council, Sherburn Hill",code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Shadingfield Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
"Shadingfield, Sotterley, Willingham and Ellough Parish Council",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Rowlands Castle Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://rowlandscastlepc.org.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,http://www.rowlandscastlepc.org.uk/wp-content/uploads/2023/02/2023.02.06-RCPC-Code-of-Conduct-adopted-in-February-2023.pdf,code of conduct,code of conduct; code of practice,individual,Yes,7,7,No,High,No,2026-09-09
Rowley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://rowleyparishcouncil.co.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09






Shaftesbury Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.shaftesbury-tc.gov.uk/about/your-councillors/,N,N,N,N,N,N,Y,No,,found_via_name_search,https://www.shaftesbury-tc.gov.uk/wp-content/uploads/0823-Decision-Notice.pdf,0823 Decision Notice re Cllr K Tippins,code of conduct,individual,No,,1,No,Medium,No,2026-09-09
Shafton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://shaftonparishcouncil.org.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://shaftonparishcouncil.org.uk/wp-content/uploads/2021/06/F.-2021Code-of-conduct-for-elected-Members.pdf,code of conduct,code of conduct,individual,No,,7,No,High,No,2026-09-09
Shalbourne Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.shalbourne.org/,N,N,N,N,Y,N,N,No,,found_via_name_search,https://www.shalbourne.org/parish-council,PARISH COUNCIL | Shalbourne,code of conduct,individual,No,,1,No,Medium,No,2026-09-09
"Shalford, Peasmarsh and Chilworth Parish Council",,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Roxby cum Risby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.roxby-cum-risbyparishcouncil.org.uk,N,N,N,N,N,N,N,No,,,https://www.roxby-cum-risbyparishcouncil.org.uk/wp-content/uploads/2026/08/APCM-minutes-13-May-2026.pdf,13-May-2026 – Annual Parish Council Meeting,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09


Shalstone Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,





Shangton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Roxton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.roxton-pc.gov.uk,N,N,N,N,Y,N,N,No,,,https://roxton-pc.gov.uk/wp-content/uploads/simple-file-list/Policies/Code-of-Practice-in-Handling-Complaints-120709.pdf,code of practice,code of practice,individual,No,,1,No,Medium,No,2026-09-09


Shapwick Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://shapwick.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Shareshill Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,


Sharlston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.sharlstonparishcouncil.gov.uk/,N,N,N,Y,N,N,N,No,,found_via_name_search,https://www.sharlstonparishcouncil.gov.uk/wp-content/uploads/2026/09/SPCAgenda-Sep-2026.pdf,Agenda,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09


Sharow Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.sharowparishcouncil.org/index.html,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.sharowparishcouncil.org/uploads/1/3/7/6/137685393/sharow_apcm_minutes_2026.pdf,Sharow PC Annual Parish Council Meeting 2026 minutes,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Sharpham Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Shavington cum Gresty Parish Council,,Parish Council ,FOIA | ONA,IS,https://shavingtononline.co.uk/,N,N,N,Y,N,Y,N,No,,found_via_name_search,https://shavingtononline.co.uk/wp-content/uploads/2026/06/15.-Cllr-Warham-20260611-1.pdf,Register of Interest,code of conduct; code of practice,individual,No,,2,No,Medium,No,2026-09-09






Shaw and Crompton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,






Shaw cum Donnington Parish Council,,Parish Council ,FOIA | ONA,IS,https://shawcumdonningtonparish.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://shawcumdonningtonparish.gov.uk/wp-content/uploads/2026/03/Agenda-18-March-2026-final-2.pdf,Download,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09

Shawbury Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://shawbury-pc.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://shawbury-pc.gov.uk/wp-content/uploads/2026/01/Member-Code-of-Conduct-2025.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09


Ruardean Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.ruardeanpc.org.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Shawell Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Shebbear Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://shebbearparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://shebbearparishcouncil.gov.uk/wp-content/uploads/2021/07/Shebbear_Parish_Council_Minutes_July_2019.pdf,Download minutes,code of conduct,individual,No,,0,No,Medium,No,2026-09-09

Sheen Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://sheen-pc.org/,N,Y,N,N,N,N,N,No,,found_via_name_search,http://sheen-pc.org/councillors-register-of-interests,Councillors Register of Interests – Sheen Parish Council,code of conduct,individual,No,,1,No,Medium,No,2026-09-09


Ruddington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.ruddingtonparishcouncil.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Sheering Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://sheeringparishcouncil.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Sheerness Parish Council,,Parish Council ,FOIA | ONA,IS,https://sheerness-tc.co.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://sheerness-tc.co.uk/wp-content/uploads/2026/05/STC-Code-of-Conduct-18.05.26.pdf,code of conduct,code of conduct; code of practice,individual,No,,7,No,High,No,2026-09-09



Rudston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://rudston.org.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Shefford Parish Council,,Parish Council ,FOIA | ONA,IS,https://shefford.parish.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

"Rufford Parish Council, Lancashire",Local government,Parish Council ,FOIA | ONS,IS ,https://www.westlancs.gov.uk,N,N,N,N,N,N,Y,No,,,http://www.westlancs.gov.uk/about-the-council/councillors.aspx,Councillors - West Lancashire Borough Council,code of conduct,individual,No,,1,No,Medium,No,2026-09-09

Sheinton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Sheldon,Local government,Parish Council ,FOIA | ONS,IS,,,,,,,,,,,,,,,,,,,,,,
Sheldon Parish Council,,Parish Council ,FOIA | ONA,IS,https://sheldonparish.co.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Sheldwich Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

"Sheldwich, Badlesmere and Leaveland Parish Council",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Runhall Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.bpcrwparishcouncil.info,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://www.bpcrwparishcouncil.info/_files/ugd/d1a20b_c0236fd437d14efeb337e470a53348b9.pdf,code of conduct,code of conduct,individual,No,,7,No,High,No,2026-09-09
Shelfanger Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.shelfanger-pc.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.shelfanger-pc.gov.uk/_files/ugd/d1a20b_b55ff623f62c4c94be43fa2a7107dbfb.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09



Ruscombe Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.ruscombepc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Shelland Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Rushbrooke with Rougham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rougham.suffolk.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Shelley Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Rushden and Wallington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rushdenandwallingtonpc.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Shellingford Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Shelsley Beauchamp Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Rushmere St Andrew Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rushmere-st-andrew.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Shelsley Kings Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Shelsley Walsh Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Shelton and Hardwick Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Shelton Parish Council,,Parish Council ,FOIA | ONA,IS,https://shelton.parish.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09



Shenington with Alkerton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.sheningtonwithalkerton.co.uk/parish-council,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Shenley Brook End Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.shenleybrookend-pc.gov.uk/,N,N,N,Y,N,N,Y,No,,found_via_name_search,https://www.shenleybrookend-pc.gov.uk/the-council/policies-procedures/,Council Policies & Procedures,code of conduct,individual,No,,2,No,Medium,No,2026-09-09
Ruskington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.ruskingtonpc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Rusper Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://rusper-pc.org.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Shepherdswell with Coldred Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.shepherdswellcoldred-pc.gov.uk/community/shepherdswell-with-coldred-parish-council-20501/home/,N,N,N,N,Y,N,N,No,,found_via_name_search,https://www.shepherdswellcoldred-pc.gov.uk/community/shepherdswell-with-coldred-parish-council-20501/councillors-resources/,"COUNCILLOR'S RESOURCES Shepherdswell with Coldred Parish Council - Shepherdswell with Coldred Parish Council, Shepherdswell, Dover",code of conduct,individual,No,,1,No,Medium,No,2026-09-09





Rusthall Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://rusthallparishcouncil.org.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Rustington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rustingtonpc.org,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
